Title,Rating,Votes,Duration,Storyline,content
The Desperate Chase,5.5, (109),1h 50m,"A detective partners with a con artist adept at disguises to take down a powerful criminal organization. Their unlikely alliance faces challenges as they navigate the dangerous underworld, uncovering secrets and confronting mafia's.",desperate chase detective partner con artist adept disguise take powerful criminal organization unlikely alliance face challenge navigate dangerous underworld uncovering secret confronting mafia
Dreamcoin,4.3, (75),1h 53m,"The story of an ordinary software developer who is interested in cryptocurrencies, unaware of his abilities, and meets the ""real world"" thanks to an ""artificial intelligence"" he developed.",dreamcoin story ordinary software developer interested cryptocurrencies unaware ability meet real world thanks artificial intelligence developed
Victoria,7.1, (21),1h 24m,"Victoria, a small-town beautician, defies her Catholic family by fleeing with her Hindu boyfriend. Her life grows more complex when she receives a rooster meant for religious purposes from a neighbor.",victoria victoria smalltown beautician defies catholic family fleeing hindu boyfriend life grows complex receives rooster meant religious purpose neighbor
Fruitcake,5.4, (189),1h 37m,"In modern-day Metro Manila, a diverse group of Filipinos faces life's lows as their destinies collide on a fateful train ride, unfolding a heartwarming and comedic tapestry of interconnected stories.",fruitcake modernday metro manila diverse group filipino face life low destiny collide fateful train ride unfolding heartwarming comedic tapestry interconnected story
You're Not There,6.9, (54),1h 16m,"Over a decade after surviving an unspeakable trauma, Maggie Donovan struggles to reconcile newly-sparked romantic feelings with sinister memories.",decade surviving unspeakable trauma maggie donovan struggle reconcile newlysparked romantic feeling sinister memory
Al Leib Maa Al Eyal,4.4, (346),2h 7m,"After being transferred to a school in a desert region, Allam, a history teacher, faces some unanticipated challenges.",al leib maa al eyal transferred school desert region allam history teacher face unanticipated challenge
Jeff Dunham's Scrooged-Up Holiday Special,6.2, (412),59m,"Ventriloquist Dunham's iconic characters portray roles from A Christmas Carol. Walter as Scrooge clashes with Bubba J, Peanut, Little Jeff and Achmed over their assigned parts.",jeff dunhams scroogedup holiday special ventriloquist dunhams iconic character portray role christmas carol walter scrooge clash bubba j peanut little jeff achmed assigned part
Mission: Chapter 1,5.9, (1.8K),2h 24m,A father takes his daughter to UK for treatment. But he ends up in trouble. What happens next ?,mission chapter father take daughter uk treatment end trouble happens next
Midas,4.7, (373),1h 25m,"After a charismatic college dropout lies his way into a job at an insurance juggernaut, he recruits his two best friends for a plot to steal thousands. In the process, they uncover a much darker scheme that tests the limits of their greed.",midas charismatic college dropout lie way job insurance juggernaut recruit two best friend plot steal thousand process uncover much darker scheme test limit greed
After All,7.1, (36),1h 36m,"In this time and age, who would ever believe that Reincarnation still exists and that finding one's ""Soulmate"" has already become a taboo? Romantic love stories may only sound like formula concepts that talk about undying love and ""forever"". But isn't LOVE limitless and boundless? And that to love unconditionally , we should defy all its barriers and survive even the most difficult obstacles. True Love is timeless. Great love stories do not have endings...only endless beginnings.",time age would ever believe reincarnation still exists finding one soulmate already become taboo romantic love story may sound like formula concept talk undying love forever love limitless boundless love unconditionally defy barrier survive even difficult obstacle true love timeless great love story endingsonly endless beginning
N'avoue jamais,5.9, (748),1h 34m,"A former French general married for 50 years learns that his wife cheated on him 4 decades ago. He is resolved to avenge his honor and, surrounded by his wife and their 3 children, he goes hunting for the culprit on the Côte-d'Azur.",navoue jamais former french general married year learns wife cheated decade ago resolved avenge honor surrounded wife child go hunting culprit ctedazur
The Hyperboreans,6.4, (170),1h 11m,"A woman's storytelling and illusions bring to life the controversial figure of Miguel Serrano, a Chilean writer who propagated esoteric Neo-Nazi philosophies, prompting contemplation about his place in history.",hyperborean woman storytelling illusion bring life controversial figure miguel serrano chilean writer propagated esoteric neonazi philosophy prompting contemplation place history
Rode College,6.5, (452),2h 48m,"When an intelligence officers steps into the world of Rode College, student leaders turn against a corrupt politician who has been manipulating the college's youth for two generations for his own political gains. Inspired from True Events.",rode college intelligence officer step world rode college student leader turn corrupt politician manipulating college youth two generation political gain inspired true event
Shrek 5: The Contract - A Fan Made Film,7.3, (38),1h 24m,"In this film, when all 4 of Shrek's old nemesis come back from the dead and kill Fiona, he must find a way to bring Fiona back from the dead via magical contract, all with the help of Donkey, Puss, and some new faces.",shrek contract fan made film film shreks old nemesis come back dead kill fiona must find way bring fiona back dead via magical contract help donkey pus new face
Magma,5.6, (209),1h 25m,"Katia Reiter has been directing the Guadeloupe Volcanological Observatory for about ten years. She forms a powerful partnership with Aimé, a young Guadeloupean, to whom she shares her passion for the profession. As she prepares for a new mission on the other side of the world, the threat of a major eruption of La Soufrière looms. The island is in dire straits, and Katia must ensure the safety of the population.",magma katia reiter directing guadeloupe volcanological observatory ten year form powerful partnership aim young guadeloupean share passion profession prepares new mission side world threat major eruption la soufrire loom island dire strait katia must ensure safety population
