Title,Rating,Votes,Duration,Storyline
2920. Viraaji,7.4, (2.6K),1h 40m,"The story happens in Visakhapatnam. A group of four people (a film producer, a stand up comedian, a doctor and a pre wedding shoot photographer) goes to a place top attend performa sanmanam event of a celebrity astrologer."
2921. Dog on Trial,6.0, (1.1K),1h 23m,"Avril, a young lawyer specializing in animal defense, goes to great lengths to save her client, a repeat-offender dog, from capital punishment. This dog helps Avril accept her own human complexity."
2922. Bloody Beggar,6.2, (5.1K),2h 14m,"A beggar's life takes an unexpected turn when a misadventure upends his daily routine. Can he navigate the bizarre, witty situations that follow?"
2923. Arillo de hombre muerto,7.4, (106),1h 48m,"Dalia (42), discovers that her husband has vanished without a trace. As her life and her job as a subway driver begin to collapse; the violent indifference of her environment engulfs her in a dark tunnel that seems to lead nowhere."
2924. We Strangers,5.5, (342),1h 28m,"We Strangers is an addictive and haunting study of race, class and assimilation, centering around Ray, a charming and self-determined woman living in Gary, Indiana."
2925. Life and Love,6.5, (408),1h 58m,"A 1930s aspiring writer moves to the city and works as a maid for a printing house owner. Their whirlwind romance leads to marriage, but their relationship darkens against the backdrop of growing social unrest."
"2926. The Other, Gold",8.2, (29),1h 38m,"Grief, isolation and random Lil' Tokyo pigeons inspire a TV writer to rekindle her former BFF-ship."
2927. Colour of Victory,6.1, (41K),2h 37m,"The days when Istanbul was occupied as a result of the Armistice of Mudros after the First World War and the Fenerbahce football team won the ""Harington Cup"""
2928. Gatao: Like Father Like Son,5.7, (361),2h 11m,Ambitious drug dealer Michael and his brother Scorpion find themselves drafted into their father's turf war as rival gangs compete in Dingzhuang.
2929. Tell No Lies,5.0, (271),1h 44m,"When his girlfriend goes missing, a desperate man turns to law enforcement for help, only to discover his innocence is being questioned by everyone."
2930. Bob Mackie: Naked Illusion,7.5, (189),1h 45m,"Bob Mackie, a six-decade costume designer, received a Lifetime Achievement award and Tony nomination for The Cher Show. His unique, unfiltered style has been showcased in a new documentary."
2931. Transient,5.1, (532),1h 36m,"After a traumatic accident, a tech entrepreneur's new invention forces him to wrestle with the ghosts of his past."
2932. Quasi a casa,6.3, (70),1h 35m,"Young aspiring musician Caterina grapples with insecurity until a fateful summer encounter with her idol, French singer Mia, sparks a complex relationship guiding her journey to self-discovery."
2933. My Sassy Girl,5.0, (159),1h 57m,"Film about Junjee and Sheena, challenging traditional gender roles in Asian societies."
2934. The Honey Trap,5.7, (221),1h 22m,"Documentary chronicling the story of Denis Cuspert, aka Deso Dogg, and his journey from infamous German rapper to ISIS recruiter."
2935. One of Those Days When Hemme Dies,6.2, (1.5K),1h 23m,"After going bankrupt, Eyüp leaves Izmir to work at a tomato field. Unpaid wages frustrate Eyüp, leading to a confrontation with his foreman Hemme. He decides to kill him but is unwittingly diverted in town, cooling his anger."
2936. Candidatul perfect,6.1, (1.3K),1h 40m,"Costica, an aimless man, runs for president inadvertently backed by a corrupt party planning to lose and continue embezzling funds, all while he naively seeks to secure his neighbor's parking spot."
2937. Suckers,2.3, (144),1h 7m,"Seven social media stars eagerly wander into a glamorous Hollywood event, only to find themselves at the mercy of a vengeful vampire host."
2938. Jagat,7.5, (124),2h 21m,"The disappearance of a young student sets off a chain of events that tests Sub-Inspector Pandya's tenacity, as he peels back layers of deception to find the sinister truth."
2939. Universal Groove,5.5, (174),1h 14m,A quick trip through the underground party scene as seen through the memories of eight people coming back to reality.
2940. Where Olive Trees Weep,8.5, (499),1h 43m,"Where Olive Trees Weep offers a searing window into the struggles and resilience of the Palestinian people under Israeli occupation. It explores themes of loss, trauma, and the quest for justice."
2941. Invited,5.2, (357),1h 11m,"When a reluctant mother attends her daughter's Zoom elopement, she and the rest of the family in attendance quickly realize the groom is part of a Russian cult with deadly intentions."
2942. The Matriarch,5.9, (345),1h 22m,"A thirteen year old girl kills her addict mother's boyfriend in self-defense, and is subsequently terrorized by her own mother."
2943. Kizumonogatari: Koyomi Vamp,7.0, (185),2h 24m,"After helping a vampire, Reki becomes one of them. To become human again, she must recover the vampire's limbs captured by hunters."
"2944. Nosotros, los De la Fe",7.9, (65),1h 58m,"A fun comedy about the life and conflicts of a family of believers and their interaction with people who do not believe or see life as they do, with a powerful message of redemption, unity and the unconditional love of God."
2945. Jorgovani,5.5, (730),1h 23m,"Comic satire of Balkan film industry that shines light on questionable relationships, unstable personalities and the thin line between fulfillment and sucess."
2946. Honeymoon,6.5, (258),1h 24m,"No one is ready to wake up once from explosions outside with no plan, no life perspective anymore. Trapped under occupation in own apartment couple has to discover fear, despair, love and hope."
2947. Martingale,5.1, (125),1h 43m,A crafty casino security officer is swallowed up by the seedy underworld of her small town as she searches for the man who allegedly raped and killed her teenage daughter.
2948. Love Syndrome: The Beginning,6.1, (90),1h 30m,"Despite Itt and Day's destructive relationship, they have gradually grown affection for one another. However, to see if Day's feelings are true, Itt drastically runs away, driving Day wild with rage. How will this twisted tale end?"
2949. Girl from the North Country,6.2, (86),2h 12m,"Joe Scott and the Girl From The North Country cast perform Bob Dylan's ""Hurricane""."
2950. Pavi Caretaker,5.0, (2.9K),2h 30m,"An unmarried caretaker's life changes when he forms an unexpected bond, adding joy to his routine existence in a residential complex amidst life's challenges."
2951. Never Look Away,7.2, (362),1h 25m,"CNN camerawoman Margaret Moth fearlessly captures footage of war zones. A Sundance premiere featuring Christiane Amanpour, directed by Lucy Lawless."
2952. Pins & Needles,5.1, (180),1h 35m,"An uneventful ride to campus becomes a nightmare as MAX, a diabetic, biology student, is entrapped in a diabolical wellness experiment. With her insulin supply dwindling, Max is forced into a deadly game of cat and mouse to save her life."
2953. The Hopeful,5.7, (114),1h 30m,"After the War of 1812, William Miller sets off on a quest for meaning that unravels a profound truth with the power to transform everything. His revelation sparks a fire in Ellen Harmon, who braves fierce resistance to champion the cause."
2954. Invention,5.9, (281),1h 12m,"In the aftermath of a conspiracy-minded father's sudden death, his daughter inherits his patent for an experimental healing device."
2955. Topli film,7.2, (78),1h 32m,Two young actors are exploring the topic of representation of LGBTI people through the history of Yugoslav cinema and social circumstances that have resulted in different treatment of these characters.
2956. Dilemma,5.6, (724),1h 24m,"In the midst of global pandemic, a trending voice chat platform becomes a lifeline for a group of friends seeking connection and solace. Their lives take an unexpected turn overnight when a mysterious stranger enters their chat room."
2957. Mutant,4.0, (167),1h 30m,"In 2150, artificial intelligence mutated and replaced humans control of the earth, and launched an eradication operation against humans. The surviving humans fought a desperate battle with the artificial intelligence army."
2958. The Devil's Trap,5.4, (54),1h 30m,A big city hospital is terrorized by a demonic presence.
2959. Silent Bite,3.7, (667),1h 30m,"A gang of bank robbers take shelter in a motel after a Christmas Eve bank heist, unbeknownst to them they are not the most dangerous thing seeking refuge on this cold Christmas night."
2961. Living Large,6.6, (439),1h 20m,A 12 year-old boy was bullied for his weight and he tries to turn things around by dieting and attempting to win over the girl of his dreams.
2963. Shabab Albomb,4.7, (608),1h 45m,"Amer discovers a magical lizard in the desert that brings him luck, forcing him to choose between protecting it or selling out to those who want to exploit its powers."
2964. La vita accanto,6.3, (262),1h 40m,A young woman contending with profound rejection due to her looks.
2965. Undisputed,6.8, (131),1h 4m,"An all-access documentary chronicling the first Undisputed Heavyweight fight in a generation, Oleksandr Usyk's victory over Tyson Fury."
